"","issue_id","created_date","issue_region","nps_score","nps_category","nps_sentiment","nps_sentiment_type","sla_adherence"
"1351","ENT-44062",2024-07-04,"EMEA",NA,NA,NA,NA,1
"1352","ENT-44063",2024-07-04,"AMER",NA,NA,NA,NA,1
"1353","ENT-44064",2024-07-04,"EMEA",NA,NA,NA,NA,1
"1354","ENT-44065",2024-07-04,"EMEA",NA,NA,NA,NA,1
"1355","ENT-44066",2024-07-04,"AMER",NA,NA,NA,NA,1
"1356","ENT-44067",2024-07-04,"EMEA",10,"Promoter",0.363636363636364,"Positive",1
"1357","ENT-44068",2024-07-04,"EMEA",NA,NA,NA,NA,1
"1358","ENT-44069",2024-07-04,"AMER",NA,NA,NA,NA,1
"1359","ENT-44070",2024-07-04,"AMER",NA,NA,NA,NA,1
"1360","ENT-44071",2024-07-04,"AMER",NA,NA,NA,NA,1
"1361","ENT-44073",2024-07-04,"AMER",NA,NA,NA,NA,1
"1362","ENT-44074",2024-07-04,"EMEA",NA,NA,NA,NA,0.888888889
"1363","ENT-44076",2024-07-04,"AMER",NA,NA,NA,NA,1
"1364","ENT-44077",2024-07-04,"AMER",NA,NA,NA,NA,0.875
"1365","ENT-44078",2024-07-04,"AMER",NA,NA,NA,NA,1
"1366","ENT-44079",2024-07-04,"AMER",NA,NA,NA,NA,0.875
"1367","ENT-44080",2024-07-04,"AMER",9,"Promoter",NA,NA,1
"1368","ENT-44081",2024-07-04,"APAC",NA,NA,NA,NA,1
"1369","ENT-44082",2024-07-04,"AMER",NA,NA,NA,NA,0
"1370","ENT-44083",2024-07-05,"APAC",NA,NA,NA,NA,1
"1371","ENT-44084",2024-07-05,"APAC",10,"Promoter",NA,NA,1
"1372","ENT-44085",2024-07-05,"APAC",NA,NA,NA,NA,1
"1373","ENT-44087",2024-07-05,"APAC",NA,NA,NA,NA,1
"1374","ENT-44088",2024-07-05,"APAC",NA,NA,NA,NA,1
"1375","ENT-44089",2024-07-05,"APAC",NA,NA,NA,NA,1
"1376","ENT-44090",2024-07-05,"APAC",9,"Promoter",NA,NA,1
"1377","ENT-44091",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1378","ENT-44092",2024-07-05,"APAC",NA,NA,NA,NA,1
"1379","ENT-44093",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1380","ENT-44094",2024-07-02,"EMEA",NA,NA,NA,NA,0
"1381","ENT-44095",2024-07-05,"EMEA",10,"Promoter",NA,NA,1
"1382","ENT-44096",2024-07-05,"APAC",NA,NA,NA,NA,1
"1383","ENT-44097",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1384","ENT-44098",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1385","ENT-44100",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1386","ENT-44101",2024-07-05,"APAC",NA,NA,NA,NA,0.857142857
"1387","ENT-44103",2024-07-05,"EMEA",10,"Promoter",0.5,"Positive",1
"1388","ENT-44104",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1389","ENT-44105",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1390","ENT-44106",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1391","ENT-44107",2024-07-05,"EMEA",8,"Passive",NA,NA,1
"1392","ENT-44108",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1393","ENT-44109",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1394","ENT-44110",2024-06-26,"EMEA",NA,NA,NA,NA,1
"1395","ENT-44111",2024-07-05,"EMEA",9,"Promoter",0,"Neutral",0.958333333
"1396","ENT-44112",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1397","ENT-44113",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1398","ENT-44114",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1399","ENT-44117",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1400","ENT-44118",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1401","ENT-44119",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1402","ENT-44120",2024-07-05,"AMER",NA,NA,NA,NA,1
"1403","ENT-44121",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1404","ENT-44123",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1405","ENT-44124",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1406","ENT-44125",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1407","ENT-44127",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1408","ENT-44128",2024-07-05,"AMER",NA,NA,NA,NA,1
"1409","ENT-44129",2024-07-05,"AMER",NA,NA,NA,NA,1
"1410","ENT-44130",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1411","ENT-44131",2024-07-04,"EMEA",NA,NA,NA,NA,0.666666667
"1412","ENT-44132",2024-07-05,"AMER",NA,NA,NA,NA,0.666666667
"1413","ENT-44133",2024-07-05,"AMER",NA,NA,NA,NA,1
"1414","ENT-44135",2024-07-05,"EMEA",8,"Passive",NA,NA,1
"1415","ENT-44136",2024-07-05,"AMER",NA,NA,NA,NA,1
"1416","ENT-44137",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1417","ENT-44138",2024-07-05,"AMER",NA,NA,NA,NA,1
"1418","ENT-44139",2024-07-05,"EMEA",10,"Promoter",NA,NA,1
"1419","ENT-44140",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1420","ENT-44141",2024-07-05,"AMER",NA,NA,NA,NA,1
"1421","ENT-44142",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1422","ENT-44143",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1423","ENT-44145",2024-07-05,"EMEA",10,"Promoter",NA,NA,0.846153846
"1424","ENT-44147",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1425","ENT-44149",2024-07-05,"AMER",NA,NA,NA,NA,1
"1426","ENT-44150",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1427","ENT-44151",2024-07-03,"AMER",NA,NA,NA,NA,0.916666667
"1428","ENT-44152",2024-07-03,"AMER",10,"Promoter",0.166666666666667,"Positive",1
"1429","ENT-44153",2024-07-05,"AMER",NA,NA,NA,NA,1
"1430","ENT-44154",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1431","ENT-44155",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1432","ENT-44156",2024-07-05,"EMEA",NA,NA,NA,NA,1
"1433","ENT-44157",2024-07-05,"AMER",NA,NA,NA,NA,1
"1434","ENT-44158",2024-07-05,"AMER",10,"Promoter",NA,NA,1
"1435","ENT-44159",2024-07-05,"AMER",10,"Promoter",NA,NA,1
"1436","ENT-44161",2024-06-11,"AMER",10,"Promoter",0.333333333333333,"Positive",1
"1437","ENT-44162",2024-07-05,"AMER",NA,NA,NA,NA,1
"1438","ENT-44163",2024-07-05,"AMER",10,"Promoter",NA,NA,1
"1439","ENT-44164",2024-07-05,"AMER",NA,NA,NA,NA,1
"1440","ENT-44165",2024-07-05,"AMER",NA,NA,NA,NA,1
"1441","ENT-44166",2024-07-05,"AMER",NA,NA,NA,NA,1
"1442","ENT-44167",2024-07-05,"AMER",NA,NA,NA,NA,1
"1443","ENT-44168",2024-07-05,"AMER",NA,NA,NA,NA,1
"1444","ENT-44169",2024-07-05,"AMER",NA,NA,NA,NA,1
"1445","ENT-44170",2024-07-05,"AMER",NA,NA,NA,NA,1
"1446","ENT-44171",2024-07-06,"EMEA",NA,NA,NA,NA,1
"1447","ENT-44172",2024-07-06,"AMER",9,"Promoter",NA,NA,0.933333333
"1448","ENT-44174",2024-07-06,"APAC",NA,NA,NA,NA,1
"1449","ENT-44175",2024-07-06,"EMEA",NA,NA,NA,NA,1
"1450","ENT-44176",2024-07-07,"AMER",NA,NA,NA,NA,1
"1451","ENT-44177",2024-07-07,"AMER",NA,NA,NA,NA,1
"1452","ENT-44178",2024-07-07,"APAC",NA,NA,NA,NA,1
"1453","ENT-44180",2024-07-07,"EMEA",NA,NA,NA,NA,1
"1454","ENT-44181",2024-07-07,"EMEA",NA,NA,NA,NA,1
"1455","ENT-44182",2024-07-07,"AMER",NA,NA,NA,NA,1
"1456","ENT-44183",2024-07-07,"AMER",NA,NA,NA,NA,1
"1457","ENT-44184",2024-07-07,"EMEA",NA,NA,NA,NA,1
"1458","ENT-44186",2024-07-05,"APAC",NA,NA,NA,NA,0.666666667
"1459","ENT-44187",2024-07-08,"AMER",NA,NA,NA,NA,1
"1460","ENT-44188",2024-07-08,"APAC",NA,NA,NA,NA,1
"1461","ENT-44190",2024-07-08,"APAC",10,"Promoter",0.105263157894737,"Positive",1
"1462","ENT-44191",2024-07-08,"APAC",NA,NA,NA,NA,1
"1463","ENT-44193",2024-07-08,"APAC",NA,NA,NA,NA,1
"1464","ENT-44194",2024-07-08,"APAC",9,"Promoter",NA,NA,1
"1465","ENT-44195",2024-07-08,"APAC",8,"Passive",0.5,"Positive",1
"1466","ENT-44196",2024-07-08,"APAC",NA,NA,NA,NA,0.75
"1467","ENT-44197",2024-07-08,"APAC",NA,NA,NA,NA,0.923076923
"1468","ENT-44198",2024-07-08,"APAC",NA,NA,NA,NA,1
"1469","ENT-44199",2024-07-08,"APAC",NA,NA,NA,NA,1
"1470","ENT-44200",2024-07-08,"APAC",NA,NA,NA,NA,0.5
"1471","ENT-44201",2024-07-08,"AMER",10,"Promoter",0,"Neutral",1
"1472","ENT-44202",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1473","ENT-44203",2024-07-08,"APAC",NA,NA,NA,NA,1
"1474","ENT-44204",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1475","ENT-44205",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1476","ENT-44206",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1477","ENT-44207",2024-07-08,"AMER",8,"Passive",NA,NA,1
"1478","ENT-44208",2024-07-08,"APAC",NA,NA,NA,NA,1
"1479","ENT-44209",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1480","ENT-44210",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1481","ENT-44211",2024-07-08,"APAC",NA,NA,NA,NA,1
"1482","ENT-44212",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1483","ENT-44213",2024-07-08,"EMEA",NA,NA,NA,NA,0.846153846
"1484","ENT-44214",2024-07-08,"EMEA",NA,NA,NA,NA,0.833333333
"1485","ENT-44215",2024-07-08,"EMEA",NA,NA,NA,NA,0.5
"1486","ENT-44217",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1487","ENT-44218",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1488","ENT-44219",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1489","ENT-44220",2024-07-08,"EMEA",9,"Promoter",NA,NA,1
"1490","ENT-44221",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1491","ENT-44222",2024-07-08,"APAC",NA,NA,NA,NA,1
"1492","ENT-44224",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1493","ENT-44225",2024-07-08,"EMEA",9,"Promoter",NA,NA,1
"1494","ENT-44227",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1495","ENT-44229",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1496","ENT-44230",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1497","ENT-44231",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1498","ENT-44232",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1499","ENT-44234",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"1500","ENT-44235",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"1501","ENT-44238",2024-07-08,"EMEA",10,"Promoter",0.333333333333333,"Positive",1
"1502","ENT-44239",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1503","ENT-44240",2024-07-08,"EMEA",10,"Promoter",NA,NA,1
"1504","ENT-44241",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1505","ENT-44242",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1506","ENT-44243",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1507","ENT-44245",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1508","ENT-44247",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1509","ENT-44248",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1510","ENT-44249",2024-07-08,"AMER",NA,NA,NA,NA,1
"1511","ENT-44250",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1512","ENT-44251",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1513","ENT-44252",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1514","ENT-44253",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1515","ENT-44254",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1516","ENT-44255",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1517","ENT-44256",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1518","ENT-44257",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1519","ENT-44258",2024-07-08,"EMEA",9,"Promoter",NA,NA,1
"1520","ENT-44259",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1521","ENT-44260",2024-07-08,"AMER",NA,NA,NA,NA,1
"1522","ENT-44261",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1523","ENT-44262",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1524","ENT-44263",2024-07-08,"AMER",NA,NA,NA,NA,1
"1525","ENT-44264",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1526","ENT-44265",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1527","ENT-44266",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1528","ENT-44267",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1529","ENT-44268",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1530","ENT-44269",2024-07-08,"AMER",NA,NA,NA,NA,1
"1531","ENT-44270",2024-07-08,"AMER",NA,NA,NA,NA,1
"1532","ENT-44271",2024-07-08,"AMER",NA,NA,NA,NA,1
"1533","ENT-44273",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1534","ENT-44274",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1535","ENT-44275",2024-07-08,"AMER",NA,NA,NA,NA,1
"1536","ENT-44276",2024-07-08,"AMER",NA,NA,NA,NA,1
"1537","ENT-44277",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1538","ENT-44278",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1539","ENT-44279",2024-07-08,"AMER",NA,NA,NA,NA,1
"1540","ENT-44280",2024-07-08,"AMER",NA,NA,NA,NA,1
"1541","ENT-44281",2024-07-08,"AMER",10,"Promoter",NA,NA,1
"1542","ENT-44282",2024-07-08,"AMER",NA,NA,NA,NA,1
"1543","ENT-44283",2024-07-08,"AMER",NA,NA,NA,NA,0.857142857
"1544","ENT-44284",2024-07-08,"AMER",NA,NA,NA,NA,1
"1545","ENT-44285",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1546","ENT-44286",2024-07-08,"AMER",NA,NA,NA,NA,1
"1547","ENT-44287",2024-07-08,"AMER",NA,NA,NA,NA,1
"1548","ENT-44288",2024-07-08,"AMER",NA,NA,NA,NA,1
"1549","ENT-44289",2024-07-08,"AMER",NA,NA,NA,NA,1
"1550","ENT-44290",2024-07-08,"AMER",NA,NA,NA,NA,1
"1551","ENT-44292",2024-07-08,"AMER",NA,NA,NA,NA,1
"1552","ENT-44293",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1553","ENT-44294",2024-07-08,"AMER",NA,NA,NA,NA,0.833333333
"1554","ENT-44296",2024-07-08,"AMER",NA,NA,NA,NA,1
"1555","ENT-44297",2024-07-08,"AMER",NA,NA,NA,NA,1
"1556","ENT-44299",2024-07-08,"AMER",9,"Promoter",NA,NA,1
"1557","ENT-44300",2024-07-08,"AMER",10,"Promoter",NA,NA,1
"1558","ENT-44301",2024-07-08,"AMER",NA,NA,NA,NA,1
"1559","ENT-44302",2024-07-08,"AMER",10,"Promoter",NA,NA,1
"1560","ENT-44304",2024-07-08,"AMER",NA,NA,NA,NA,1
"1561","ENT-44305",2024-07-08,"AMER",10,"Promoter",0.5,"Positive",1
"1562","ENT-44306",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1563","ENT-44307",2024-07-08,"AMER",NA,NA,NA,NA,1
"1564","ENT-44308",2024-07-08,"AMER",NA,NA,NA,NA,1
"1565","ENT-44309",2024-07-08,"AMER",NA,NA,NA,NA,1
"1566","ENT-44310",2024-07-08,"AMER",7,"Passive",0.375,"Positive",0.947368421
"1567","ENT-44311",2024-07-08,"AMER",NA,NA,NA,NA,1
"1568","ENT-44312",2024-07-08,"AMER",NA,NA,NA,NA,1
"1569","ENT-44313",2024-07-08,"AMER",NA,NA,NA,NA,1
"1570","ENT-44314",2024-07-08,"APAC",NA,NA,NA,NA,1
"1571","ENT-44315",2024-07-08,"APAC",NA,NA,NA,NA,1
"1572","ENT-44316",2024-07-08,"AMER",NA,NA,NA,NA,1
"1573","ENT-44318",2024-07-09,"AMER",NA,NA,NA,NA,1
"1574","ENT-44319",2024-07-09,"AMER",10,"Promoter",NA,NA,0.5
"1575","ENT-44320",2024-07-09,"APAC",10,"Promoter",0.206896551724138,"Positive",1
"1576","ENT-44321",2024-07-09,"APAC",NA,NA,NA,NA,1
"1577","ENT-44322",2024-07-09,"APAC",NA,NA,NA,NA,1
"1578","ENT-44324",2024-07-09,"AMER",NA,NA,NA,NA,0.75
"1579","ENT-44325",2024-07-09,"APAC",NA,NA,NA,NA,1
"1580","ENT-44326",2024-07-09,"APAC",NA,NA,NA,NA,1
"1581","ENT-44327",2024-07-09,"AMER",NA,NA,NA,NA,0.928571429
"1582","ENT-44329",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1583","ENT-44330",2024-07-09,"APAC",NA,NA,NA,NA,0.714285714
"1584","ENT-44331",2024-07-09,"APAC",NA,NA,NA,NA,1
"1585","ENT-44333",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1586","ENT-44334",2024-07-09,"EMEA",9,"Promoter",NA,NA,1
"1587","ENT-44336",2024-07-09,"APAC",NA,NA,NA,NA,1
"1588","ENT-44337",2024-07-09,"AMER",NA,NA,NA,NA,1
"1589","ENT-44339",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1590","ENT-44340",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1591","ENT-44341",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1592","ENT-44343",2024-07-09,"EMEA",9,"Promoter",0.166666666666667,"Positive",1
"1593","ENT-44344",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1594","ENT-44345",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"1595","ENT-44346",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1596","ENT-44347",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1597","ENT-44348",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1598","ENT-44349",2024-07-09,"APAC",NA,NA,NA,NA,1
"1599","ENT-44350",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1600","ENT-44351",2024-07-09,"AMER",NA,NA,NA,NA,1
"1601","ENT-44352",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1602","ENT-44353",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1603","ENT-44354",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1604","ENT-44355",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1605","ENT-44356",2024-07-09,"APAC",NA,NA,NA,NA,1
"1606","ENT-44357",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1607","ENT-44358",2024-07-09,"APAC",NA,NA,NA,NA,1
"1608","ENT-44359",2024-07-09,"EMEA",NA,NA,NA,NA,0.75
"1609","ENT-44360",2024-07-09,"EMEA",NA,NA,NA,NA,0.666666667
"1610","ENT-44361",2024-07-09,"APAC",NA,NA,NA,NA,1
"1611","ENT-44362",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"1612","ENT-44363",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1613","ENT-44364",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1614","ENT-44365",2024-07-09,"EMEA",NA,NA,NA,NA,0.916666667
"1615","ENT-44366",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1616","ENT-44367",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1617","ENT-44368",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1618","ENT-44369",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1619","ENT-44370",2024-07-09,"EMEA",8,"Passive",NA,NA,1
"1620","ENT-44371",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1621","ENT-44372",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1622","ENT-44374",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1623","ENT-44375",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1624","ENT-44378",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1625","ENT-44379",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1626","ENT-44380",2024-07-09,"EMEA",10,"Promoter",0.1,"Positive",1
"1627","ENT-44381",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1628","ENT-44382",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1629","ENT-44383",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1630","ENT-44384",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1631","ENT-44385",2024-07-03,"EMEA",NA,NA,NA,NA,0.5
"1632","ENT-44386",2024-07-09,"AMER",NA,NA,NA,NA,1
"1633","ENT-44387",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1634","ENT-44388",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1635","ENT-44389",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1636","ENT-44390",2024-07-09,"AMER",NA,NA,NA,NA,1
"1637","ENT-44391",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1638","ENT-44393",2024-07-09,"AMER",NA,NA,NA,NA,1
"1639","ENT-44394",2024-07-09,"AMER",NA,NA,NA,NA,1
"1640","ENT-44395",2024-07-09,"AMER",NA,NA,NA,NA,0.333333333
"1641","ENT-44396",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1642","ENT-44398",2024-07-09,"AMER",NA,NA,NA,NA,0.833333333
"1643","ENT-44399",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"1644","ENT-44400",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"1645","ENT-44401",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"1646","ENT-44402",2024-07-09,"EMEA",10,"Promoter",NA,NA,1
"1647","ENT-44403",2024-07-09,"AMER",NA,NA,NA,NA,1
"1648","ENT-44404",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1649","ENT-44405",2024-07-09,"APAC",NA,NA,NA,NA,1
"1650","ENT-44406",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1651","ENT-44407",2024-07-09,"AMER",10,"Promoter",0.263157894736842,"Positive",1
"1652","ENT-44408",2024-07-09,"AMER",NA,NA,NA,NA,1
"1653","ENT-44409",2024-07-08,"EMEA",NA,NA,NA,NA,0.666666667
"1654","ENT-44410",2024-07-09,"AMER",NA,NA,NA,NA,0.818181818
"1655","ENT-44411",2024-07-09,"AMER",NA,NA,NA,NA,1
"1656","ENT-44412",2024-07-09,"AMER",NA,NA,NA,NA,1
"1657","ENT-44413",2024-07-09,"AMER",NA,NA,NA,NA,1
"1658","ENT-44414",2024-07-09,"AMER",NA,NA,NA,NA,0.904761905
"1659","ENT-44415",2024-07-09,"AMER",NA,NA,NA,NA,1
"1660","ENT-44416",2024-07-09,"AMER",NA,NA,NA,NA,1
"1661","ENT-44417",2024-07-09,"AMER",NA,NA,NA,NA,1
"1662","ENT-44418",2024-07-09,"EMEA",6,"Detractor",NA,NA,1
"1663","ENT-44419",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1664","ENT-44420",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1665","ENT-44423",2024-07-09,"EMEA",9,"Promoter",NA,NA,1
"1666","ENT-44424",2024-07-09,"AMER",NA,NA,NA,NA,1
"1667","ENT-44426",2024-07-09,"AMER",NA,NA,NA,NA,1
"1668","ENT-44427",2024-07-09,"AMER",NA,NA,NA,NA,0.8
"1669","ENT-44428",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1670","ENT-44430",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"1671","ENT-44432",2024-07-09,"EMEA",9,"Promoter",NA,NA,1
"1672","ENT-44433",2024-07-09,"AMER",NA,NA,NA,NA,1
"1673","ENT-44434",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1674","ENT-44435",2024-07-09,"EMEA",NA,NA,NA,NA,1
"1675","ENT-44436",2024-07-09,"AMER",NA,NA,NA,NA,0.5
"1676","ENT-44437",2024-07-09,"AMER",NA,NA,NA,NA,1
"1677","ENT-44440",2024-07-09,"AMER",NA,NA,NA,NA,1
"1678","ENT-44441",2024-07-09,"AMER",NA,NA,NA,NA,1
"1679","ENT-44442",2024-07-09,"AMER",NA,NA,NA,NA,1
"1680","ENT-44443",2024-07-09,"AMER",NA,NA,NA,NA,1
"1681","ENT-44444",2024-07-09,"AMER",NA,NA,NA,NA,1
"1682","ENT-44445",2024-07-09,"AMER",NA,NA,NA,NA,1
"1683","ENT-44446",2024-07-09,"AMER",NA,NA,NA,NA,1
"1684","ENT-44447",2024-07-09,"AMER",NA,NA,NA,NA,1
"1685","ENT-44448",2024-07-09,"AMER",NA,NA,NA,NA,1
"1686","ENT-44449",2024-07-09,"AMER",NA,NA,NA,NA,1
"1687","ENT-44450",2024-07-09,"AMER",NA,NA,NA,NA,1
"1688","ENT-44452",2024-07-09,"AMER",NA,NA,NA,NA,1
"1689","ENT-44453",2024-07-09,"AMER",NA,NA,NA,NA,1
"1690","ENT-44454",2024-07-09,"AMER",NA,NA,NA,NA,0.714285714
"1691","ENT-44455",2024-07-09,"AMER",NA,NA,NA,NA,1
"1692","ENT-44456",2024-07-09,"AMER",NA,NA,NA,NA,1
"1693","ENT-44457",2024-07-09,"APAC",10,"Promoter",NA,NA,0.916666667
"1694","ENT-44458",2024-07-09,"AMER",NA,NA,NA,NA,1
"1695","ENT-44459",2024-07-09,"AMER",NA,NA,NA,NA,1
"1696","ENT-44460",2024-07-09,"AMER",10,"Promoter",NA,NA,1
"1697","ENT-44461",2024-07-09,"AMER",NA,NA,NA,NA,1
"1698","ENT-44462",2024-07-09,"AMER",NA,NA,NA,NA,1
"1699","ENT-44463",2024-07-10,"APAC",NA,NA,NA,NA,1
"1700","ENT-44464",2024-07-10,"AMER",NA,NA,NA,NA,1
"1701","ENT-44465",2024-07-10,"AMER",NA,NA,NA,NA,1
"1702","ENT-44466",2024-07-10,"APAC",NA,NA,NA,NA,1
"1703","ENT-44467",2024-07-10,"APAC",NA,NA,NA,NA,1
"1704","ENT-44468",2024-07-10,"AMER",NA,NA,NA,NA,1
"1705","ENT-44470",2024-07-10,"EMEA",NA,NA,NA,NA,1
"1706","ENT-44471",2024-07-10,"APAC",NA,NA,NA,NA,1
"1707","ENT-44472",2024-07-10,"EMEA",NA,NA,NA,NA,1
"1708","ENT-44473",2024-07-10,"APAC",10,"Promoter",NA,NA,1
"1709","ENT-44475",2024-07-10,"AMER",NA,NA,NA,NA,1
"1710","ENT-44476",2024-07-10,"APAC",NA,NA,NA,NA,1
"1711","ENT-44477",2024-07-08,"EMEA",NA,NA,NA,NA,1
"1712","ENT-44478",2024-07-10,"EMEA",10,"Promoter",NA,NA,1
"1713","ENT-44479",2024-07-10,"EMEA",NA,NA,NA,NA,1
"1714","ENT-44480",2024-07-10,"EMEA",NA,NA,NA,NA,1
