"","issue_id","created_date","issue_region","nps_score","nps_category","nps_sentiment","nps_sentiment_type","sla_adherence"
"367","ENT-42506",2024-06-19,"APAC",NA,NA,NA,NA,0.714285714
"368","ENT-42513",2024-06-19,"APAC",NA,NA,NA,NA,1
"369","ENT-42515",2024-06-19,"APAC",NA,NA,NA,NA,1
"370","ENT-42517",2024-06-19,"EMEA",NA,NA,NA,NA,1
"371","ENT-42519",2024-06-19,"APAC",NA,NA,NA,NA,1
"372","ENT-42520",2024-06-19,"APAC",NA,NA,NA,NA,1
"373","ENT-42521",2024-06-19,"EMEA",NA,NA,NA,NA,1
"374","ENT-42526",2024-06-19,"EMEA",NA,NA,NA,NA,1
"375","ENT-42527",2024-06-19,"EMEA",NA,NA,NA,NA,1
"376","ENT-42528",2024-06-19,"APAC",NA,NA,NA,NA,0
"377","ENT-42534",2024-06-19,"EMEA",10,"Promoter",NA,NA,1
"378","ENT-42535",2024-06-19,"EMEA",NA,NA,NA,NA,0.6
"379","ENT-42536",2024-06-19,"EMEA",NA,NA,NA,NA,1
"380","ENT-42543",2024-06-19,"EMEA",10,"Promoter",NA,NA,1
"381","ENT-42552",2024-06-19,"EMEA",NA,NA,NA,NA,0.875
"382","ENT-42553",2024-06-19,"EMEA",NA,NA,NA,NA,1
"383","ENT-42554",2024-06-19,"EMEA",NA,NA,NA,NA,1
"384","ENT-42555",2024-06-19,"EMEA",NA,NA,NA,NA,0.666666667
"385","ENT-42557",2024-06-19,"APAC",NA,NA,NA,NA,1
"386","ENT-42562",2024-06-19,"AMER",NA,NA,NA,NA,1
"387","ENT-42573",2024-06-19,"EMEA",NA,NA,NA,NA,1
"388","ENT-42574",2024-06-19,"EMEA",NA,NA,NA,NA,1
"389","ENT-42575",2024-06-19,"EMEA",NA,NA,NA,NA,1
"390","ENT-42583",2024-06-19,"EMEA",NA,NA,NA,NA,1
"391","ENT-42584",2024-06-19,"AMER",NA,NA,NA,NA,1
"392","ENT-42585",2024-06-05,"EMEA",NA,NA,NA,NA,1
"393","ENT-42588",2024-06-19,"EMEA",NA,NA,NA,NA,1
"394","ENT-42592",2024-06-19,"EMEA",NA,NA,NA,NA,1
"395","ENT-42595",2024-06-19,"EMEA",NA,NA,NA,NA,1
"396","ENT-42597",2024-06-19,"EMEA",NA,NA,NA,NA,1
"397","ENT-42601",2024-06-19,"AMER",9,"Promoter",NA,NA,0.818181818
"398","ENT-42602",2024-06-19,"EMEA",NA,NA,NA,NA,1
"399","ENT-42613",2024-06-19,"APAC",9,"Promoter",NA,NA,1
"400","ENT-42617",2024-06-20,"APAC",NA,NA,NA,NA,0.333333333
"401","ENT-42620",2024-06-20,"EMEA",NA,NA,NA,NA,1
"402","ENT-42622",2024-06-20,"APAC",10,"Promoter",NA,NA,1
"403","ENT-42624",2024-06-20,"APAC",NA,NA,NA,NA,1
"404","ENT-42626",2024-06-20,"APAC",NA,NA,NA,NA,1
"405","ENT-42628",2024-06-20,"EMEA",NA,NA,NA,NA,1
"406","ENT-42631",2024-06-20,"EMEA",NA,NA,NA,NA,1
"407","ENT-42632",2024-06-20,"EMEA",NA,NA,NA,NA,1
"408","ENT-42633",2024-06-20,"EMEA",NA,NA,NA,NA,1
"409","ENT-42636",2024-06-20,"APAC",NA,NA,NA,NA,1
"410","ENT-42637",2024-06-20,"EMEA",NA,NA,NA,NA,1
"411","ENT-42638",2024-06-20,"EMEA",NA,NA,NA,NA,0.947368421
"412","ENT-42640",2024-06-20,"EMEA",NA,NA,NA,NA,1
"413","ENT-42645",2024-06-20,"EMEA",NA,NA,NA,NA,1
"414","ENT-42650",2024-06-20,"EMEA",NA,NA,NA,NA,1
"415","ENT-42651",2024-06-20,"EMEA",NA,NA,NA,NA,1
"416","ENT-42653",2024-06-20,"APAC",NA,NA,NA,NA,1
"417","ENT-42654",2024-06-20,"EMEA",NA,NA,NA,NA,1
"418","ENT-42659",2024-06-20,"EMEA",NA,NA,NA,NA,1
"419","ENT-42663",2024-06-20,"EMEA",NA,NA,NA,NA,1
"420","ENT-42667",2024-06-20,"EMEA",NA,NA,NA,NA,1
"421","ENT-42672",2024-06-20,"EMEA",NA,NA,NA,NA,1
"422","ENT-42673",2024-06-20,"APAC",NA,NA,NA,NA,1
"423","ENT-42674",2024-06-20,"EMEA",NA,NA,NA,NA,1
"424","ENT-42675",2024-06-20,"AMER",NA,NA,NA,NA,0.833333333
"425","ENT-42677",2024-06-20,"EMEA",NA,NA,NA,NA,1
"426","ENT-42679",2024-06-20,"EMEA",NA,NA,NA,NA,1
"427","ENT-42685",2024-06-20,"AMER",NA,NA,NA,NA,1
"428","ENT-42686",2024-06-20,"APAC",10,"Promoter",0.375,"Positive",1
"429","ENT-42688",2024-06-20,"EMEA",NA,NA,NA,NA,1
"430","ENT-42690",2024-06-20,"EMEA",10,"Promoter",NA,NA,0.8
"431","ENT-42692",2024-06-20,"EMEA",NA,NA,NA,NA,1
"432","ENT-42698",2024-06-20,"EMEA",NA,NA,NA,NA,1
"433","ENT-42699",2024-06-20,"AMER",NA,NA,NA,NA,1
"434","ENT-42700",2024-06-20,"AMER",NA,NA,NA,NA,1
"435","ENT-42701",2024-06-20,"AMER",NA,NA,NA,NA,1
"436","ENT-42703",2024-06-20,"EMEA",NA,NA,NA,NA,1
"437","ENT-42704",2024-06-20,"AMER",NA,NA,NA,NA,1
"438","ENT-42707",2024-06-20,"AMER",NA,NA,NA,NA,1
"439","ENT-42717",2024-06-20,"EMEA",NA,NA,NA,NA,1
"440","ENT-42718",2024-06-20,"AMER",NA,NA,NA,NA,0.875
"441","ENT-42720",2024-06-20,"EMEA",NA,NA,NA,NA,1
"442","ENT-42724",2024-06-20,"AMER",NA,NA,NA,NA,0.5
"443","ENT-42727",2024-06-20,"AMER",8,"Passive",NA,NA,1
"444","ENT-42734",2024-06-20,"AMER",NA,NA,NA,NA,1
"445","ENT-42736",2024-06-20,"AMER",NA,NA,NA,NA,1
"446","ENT-42742",2024-06-21,"APAC",NA,NA,NA,NA,0.875
"447","ENT-42745",2024-06-21,"AMER",NA,NA,NA,NA,1
"448","ENT-42748",2024-06-21,"APAC",NA,NA,NA,NA,1
"449","ENT-42750",2024-06-21,"EMEA",NA,NA,NA,NA,1
"450","ENT-42752",2024-06-21,"EMEA",NA,NA,NA,NA,1
"451","ENT-42754",2024-06-21,"EMEA",NA,NA,NA,NA,1
"452","ENT-42755",2024-06-21,"EMEA",NA,NA,NA,NA,1
"453","ENT-42756",2024-06-21,"APAC",NA,NA,NA,NA,0.666666667
"454","ENT-42757",2024-06-21,"EMEA",10,"Promoter",NA,NA,1
"455","ENT-42762",2024-06-20,"EMEA",NA,NA,NA,NA,1
"456","ENT-42763",2024-06-21,"EMEA",10,"Promoter",NA,NA,1
"457","ENT-42765",2024-06-21,"APAC",NA,NA,NA,NA,1
"458","ENT-42766",2024-06-21,"EMEA",NA,NA,NA,NA,1
"459","ENT-42768",2024-06-21,"EMEA",NA,NA,NA,NA,1
"460","ENT-42770",2024-06-21,"EMEA",NA,NA,NA,NA,0.6
"461","ENT-42772",2024-06-21,"EMEA",NA,NA,NA,NA,1
"462","ENT-42773",2024-06-21,"EMEA",10,"Promoter",NA,NA,1
"463","ENT-42774",2024-06-21,"EMEA",NA,NA,NA,NA,1
"464","ENT-42778",2024-06-21,"EMEA",NA,NA,NA,NA,1
"465","ENT-42779",2024-06-21,"EMEA",NA,NA,NA,NA,1
"466","ENT-42780",2024-06-21,"AMER",NA,NA,NA,NA,1
"467","ENT-42782",2024-06-21,"EMEA",NA,NA,NA,NA,1
"468","ENT-42784",2024-06-21,"EMEA",NA,NA,NA,NA,1
"469","ENT-42786",2024-06-21,"EMEA",NA,NA,NA,NA,1
"470","ENT-42787",2024-06-21,"EMEA",NA,NA,NA,NA,1
"471","ENT-42788",2024-06-21,"EMEA",NA,NA,NA,NA,1
"472","ENT-42790",2024-06-21,"AMER",NA,NA,NA,NA,1
"473","ENT-42791",2024-06-21,"AMER",NA,NA,NA,NA,1
"474","ENT-42794",2024-06-19,"AMER",NA,NA,NA,NA,1
"475","ENT-42797",2024-06-21,"EMEA",NA,NA,NA,NA,1
"476","ENT-42799",2024-06-21,"EMEA",NA,NA,NA,NA,1
"477","ENT-42802",2024-06-21,"AMER",NA,NA,NA,NA,1
"478","ENT-42803",2024-06-21,"AMER",NA,NA,NA,NA,1
"479","ENT-42804",2024-06-20,"AMER",NA,NA,NA,NA,1
"480","ENT-42805",2024-06-21,"EMEA",NA,NA,NA,NA,1
"481","ENT-42806",2024-06-21,"AMER",NA,NA,NA,NA,1
"482","ENT-42809",2024-06-21,"EMEA",NA,NA,NA,NA,0.8
"483","ENT-42810",2024-06-21,"AMER",NA,NA,NA,NA,1
"484","ENT-42812",2024-06-21,"EMEA",NA,NA,NA,NA,1
"485","ENT-42813",2024-06-21,"EMEA",10,"Promoter",NA,NA,1
"486","ENT-42816",2024-06-21,"AMER",NA,NA,NA,NA,1
"487","ENT-42821",2024-06-21,"EMEA",NA,NA,NA,NA,1
"488","ENT-42822",2024-06-21,"AMER",NA,NA,NA,NA,1
"489","ENT-42825",2024-06-21,"AMER",NA,NA,NA,NA,0.857142857
"490","ENT-42826",2024-06-20,"AMER",NA,NA,NA,NA,1
"491","ENT-42829",2024-06-21,"AMER",NA,NA,NA,NA,1
"492","ENT-42831",2024-06-21,"AMER",NA,NA,NA,NA,1
"493","ENT-42833",2024-06-21,"APAC",NA,NA,NA,NA,1
"494","ENT-42836",2024-06-21,"AMER",NA,NA,NA,NA,1
"495","ENT-42837",2024-06-21,"AMER",NA,NA,NA,NA,0.857142857
"496","ENT-42839",2024-06-21,"AMER",NA,NA,NA,NA,0.5
"497","ENT-42840",2024-06-21,"AMER",NA,NA,NA,NA,1
"498","ENT-42841",2024-06-21,"AMER",NA,NA,NA,NA,1
"499","ENT-42844",2024-06-21,"AMER",NA,NA,NA,NA,1
"500","ENT-42845",2024-06-21,"AMER",NA,NA,NA,NA,1
"501","ENT-42853",2024-06-23,"APAC",NA,NA,NA,NA,0.666666667
"502","ENT-42860",2024-06-23,"AMER",NA,NA,NA,NA,1
"503","ENT-42863",2024-06-23,"AMER",NA,NA,NA,NA,1
"504","ENT-42864",2024-06-23,"EMEA",NA,NA,NA,NA,1
"505","ENT-42869",2024-06-22,"EMEA",NA,NA,NA,NA,0.714285714
"506","ENT-42870",2024-06-24,"AMER",NA,NA,NA,NA,1
"507","ENT-42872",2024-06-24,"APAC",NA,NA,NA,NA,1
"508","ENT-42875",2024-06-24,"EMEA",NA,NA,NA,NA,1
"509","ENT-42880",2024-06-24,"EMEA",NA,NA,NA,NA,1
"510","ENT-42882",2024-06-24,"EMEA",NA,NA,NA,NA,0.5
"511","ENT-42886",2024-06-24,"EMEA",NA,NA,NA,NA,1
"512","ENT-42887",2024-06-24,"EMEA",NA,NA,NA,NA,1
"513","ENT-42891",2024-06-24,"EMEA",NA,NA,NA,NA,1
"514","ENT-42892",2024-06-24,"EMEA",NA,NA,NA,NA,1
"515","ENT-42895",2024-06-24,"EMEA",NA,NA,NA,NA,1
"516","ENT-42896",2024-06-24,"APAC",NA,NA,NA,NA,1
"517","ENT-42901",2024-06-24,"EMEA",NA,NA,NA,NA,0.75
"518","ENT-42903",2024-06-24,"EMEA",NA,NA,NA,NA,1
"519","ENT-42905",2024-06-24,"EMEA",NA,NA,NA,NA,0.727272727
"520","ENT-42906",2024-06-24,"EMEA",NA,NA,NA,NA,1
"521","ENT-42907",2024-06-24,"EMEA",NA,NA,NA,NA,1
"522","ENT-42908",2024-06-19,"AMER",NA,NA,NA,NA,0.2
"523","ENT-42909",2024-06-24,"EMEA",9,"Promoter",0.1,"Positive",1
"524","ENT-42910",2024-06-24,"EMEA",NA,NA,NA,NA,1
"525","ENT-42913",2024-06-24,"EMEA",NA,NA,NA,NA,1
"526","ENT-42914",2024-06-24,"EMEA",NA,NA,NA,NA,1
"527","ENT-42917",2024-06-24,"EMEA",NA,NA,NA,NA,1
"528","ENT-42918",2024-06-24,"EMEA",NA,NA,NA,NA,1
"529","ENT-42919",2024-06-24,"EMEA",NA,NA,NA,NA,0.954545455
"530","ENT-42921",2024-06-24,"AMER",NA,NA,NA,NA,1
"531","ENT-42927",2024-06-24,"EMEA",NA,NA,NA,NA,1
"532","ENT-42928",2024-06-24,"EMEA",NA,NA,NA,NA,1
"533","ENT-42929",2024-06-24,"AMER",NA,NA,NA,NA,1
"534","ENT-42930",2024-06-24,"EMEA",NA,NA,NA,NA,1
"535","ENT-42931",2024-06-24,"AMER",NA,NA,NA,NA,1
"536","ENT-42932",2024-06-24,"EMEA",NA,NA,NA,NA,0.833333333
"537","ENT-42933",2024-06-18,"AMER",NA,NA,NA,NA,0.714285714
"538","ENT-42934",2024-06-24,"EMEA",NA,NA,NA,NA,1
"539","ENT-42937",2024-06-24,"EMEA",NA,NA,NA,NA,1
"540","ENT-42938",2024-06-24,"EMEA",NA,NA,NA,NA,1
"541","ENT-42939",2024-06-24,"EMEA",NA,NA,NA,NA,1
"542","ENT-42941",2024-06-24,"AMER",NA,NA,NA,NA,0.909090909
"543","ENT-42944",2024-06-24,"EMEA",NA,NA,NA,NA,1
"544","ENT-42945",2024-06-24,"AMER",NA,NA,NA,NA,1
"545","ENT-42946",2024-06-24,"AMER",NA,NA,NA,NA,0.5
"546","ENT-42952",2024-06-24,"EMEA",NA,NA,NA,NA,1
"547","ENT-42953",2024-06-24,"AMER",NA,NA,NA,NA,1
"548","ENT-42954",2024-06-24,"AMER",NA,NA,NA,NA,1
"549","ENT-42955",2024-06-21,"AMER",NA,NA,NA,NA,0.8
"550","ENT-42957",2024-06-24,"AMER",NA,NA,NA,NA,1
"551","ENT-42958",2024-06-24,"AMER",10,"Promoter",0.333333333333333,"Positive",1
"552","ENT-42959",2024-06-24,"EMEA",NA,NA,NA,NA,1
"553","ENT-42960",2024-06-24,"AMER",NA,NA,NA,NA,1
"554","ENT-42961",2024-06-24,"AMER",NA,NA,NA,NA,1
"555","ENT-42963",2024-06-24,"AMER",NA,NA,NA,NA,0.8
"556","ENT-42965",2024-06-24,"AMER",NA,NA,NA,NA,1
"557","ENT-42969",2024-06-24,"EMEA",NA,NA,NA,NA,1
"558","ENT-42977",2024-06-24,"AMER",NA,NA,NA,NA,1
"559","ENT-42978",2024-06-24,"AMER",NA,NA,NA,NA,1
"560","ENT-42980",2024-06-24,"AMER",NA,NA,NA,NA,1
"561","ENT-42981",2024-06-24,"AMER",NA,NA,NA,NA,1
"562","ENT-42982",2024-06-24,"AMER",10,"Promoter",NA,NA,1
"563","ENT-42986",2024-06-24,"AMER",NA,NA,NA,NA,1
"564","ENT-42988",2024-06-24,"EMEA",NA,NA,NA,NA,1
"565","ENT-42993",2024-06-25,"AMER",9,"Promoter",NA,NA,1
"566","ENT-42996",2024-06-25,"APAC",NA,NA,NA,NA,0.75
"567","ENT-42997",2024-06-25,"AMER",NA,NA,NA,NA,0.333333333
"568","ENT-42999",2024-06-25,"EMEA",NA,NA,NA,NA,0.75
"569","ENT-43002",2024-06-25,"EMEA",NA,NA,NA,NA,1
"570","ENT-43003",2024-06-25,"APAC",9,"Promoter",NA,NA,0.9
"571","ENT-43004",2024-06-25,"EMEA",NA,NA,NA,NA,1
"572","ENT-43005",2024-06-25,"EMEA",NA,NA,NA,NA,1
"573","ENT-43007",2024-06-25,"AMER",NA,NA,NA,NA,1
"574","ENT-43008",2024-06-25,"EMEA",NA,NA,NA,NA,1
"575","ENT-43009",2024-06-25,"EMEA",NA,NA,NA,NA,1
"576","ENT-43010",2024-06-25,"EMEA",NA,NA,NA,NA,1
"577","ENT-43011",2024-06-25,"EMEA",NA,NA,NA,NA,1
"578","ENT-43016",2024-06-25,"APAC",NA,NA,NA,NA,1
"579","ENT-43017",2024-06-25,"EMEA",NA,NA,NA,NA,1
"580","ENT-43019",2024-06-25,"EMEA",NA,NA,NA,NA,1
"581","ENT-43023",2024-06-25,"EMEA",NA,NA,NA,NA,1
"582","ENT-43024",2024-06-25,"EMEA",NA,NA,NA,NA,1
"583","ENT-43025",2024-06-25,"EMEA",NA,NA,NA,NA,1
"584","ENT-43027",2024-06-25,"EMEA",NA,NA,NA,NA,0
"585","ENT-43029",2024-06-25,"EMEA",NA,NA,NA,NA,1
"586","ENT-43030",2024-06-25,"EMEA",NA,NA,NA,NA,1
"587","ENT-43031",2024-06-25,"EMEA",9,"Promoter",NA,NA,1
"588","ENT-43032",2024-06-25,"EMEA",NA,NA,NA,NA,1
"589","ENT-43035",2024-06-25,"EMEA",NA,NA,NA,NA,1
"590","ENT-43036",2024-06-25,"EMEA",NA,NA,NA,NA,1
"591","ENT-43037",2024-06-25,"EMEA",NA,NA,NA,NA,1
"592","ENT-43039",2024-06-25,"EMEA",NA,NA,NA,NA,1
"593","ENT-43040",2024-06-25,"EMEA",NA,NA,NA,NA,1
"594","ENT-43042",2024-06-25,"EMEA",NA,NA,NA,NA,1
"595","ENT-43044",2024-06-25,"EMEA",8,"Passive",NA,NA,1
"596","ENT-43045",2024-06-25,"EMEA",8,"Passive",NA,NA,1
"597","ENT-43046",2024-06-25,"EMEA",NA,NA,NA,NA,1
"598","ENT-43047",2024-06-25,"EMEA",NA,NA,NA,NA,1
"599","ENT-43049",2024-06-25,"APAC",NA,NA,NA,NA,1
"600","ENT-43053",2024-06-25,"EMEA",NA,NA,NA,NA,0.857142857
"601","ENT-43054",2024-06-25,"AMER",NA,NA,NA,NA,1
"602","ENT-43055",2024-06-25,"EMEA",NA,NA,NA,NA,1
"603","ENT-43060",2024-06-25,"EMEA",NA,NA,NA,NA,1
"604","ENT-43062",2024-06-25,"EMEA",NA,NA,NA,NA,1
"605","ENT-43064",2024-06-25,"EMEA",NA,NA,NA,NA,1
"606","ENT-43065",2024-06-25,"EMEA",NA,NA,NA,NA,1
"607","ENT-43068",2024-06-25,"EMEA",NA,NA,NA,NA,1
"608","ENT-43069",2024-06-25,"AMER",NA,NA,NA,NA,1
"609","ENT-43071",2024-06-25,"EMEA",10,"Promoter",NA,NA,1
"610","ENT-43073",2024-06-25,"EMEA",NA,NA,NA,NA,1
"611","ENT-43080",2024-06-25,"AMER",NA,NA,NA,NA,1
"612","ENT-43087",2024-06-25,"EMEA",10,"Promoter",NA,NA,1
"613","ENT-43088",2024-06-25,"AMER",NA,NA,NA,NA,0.833333333
"614","ENT-43089",2024-06-25,"AMER",NA,NA,NA,NA,1
"615","ENT-43090",2024-06-25,"EMEA",NA,NA,NA,NA,1
"616","ENT-43093",2024-06-25,"AMER",NA,NA,NA,NA,0.6875
"617","ENT-43094",2024-06-25,"AMER",10,"Promoter",NA,NA,0.833333333
"618","ENT-43098",2024-06-25,"AMER",NA,NA,NA,NA,1
"619","ENT-43099",2024-06-25,"AMER",NA,NA,NA,NA,0.909090909
"620","ENT-43100",2024-06-25,"AMER",NA,NA,NA,NA,1
"621","ENT-43101",2024-06-25,"AMER",NA,NA,NA,NA,1
"622","ENT-43102",2024-06-25,"AMER",NA,NA,NA,NA,0.333333333
"623","ENT-43103",2024-06-25,"APAC",NA,NA,NA,NA,1
"624","ENT-43104",2024-06-25,"AMER",NA,NA,NA,NA,1
"625","ENT-43105",2024-06-25,"EMEA",NA,NA,NA,NA,1
"626","ENT-43106",2024-06-25,"AMER",NA,NA,NA,NA,1
"627","ENT-43108",2024-06-24,"AMER",NA,NA,NA,NA,1
"628","ENT-43111",2024-06-25,"AMER",10,"Promoter",0.285714285714286,"Positive",1
"629","ENT-43112",2024-06-24,"AMER",NA,NA,NA,NA,1
"630","ENT-43114",2024-06-25,"EMEA",NA,NA,NA,NA,1
"631","ENT-43115",2024-06-25,"AMER",NA,NA,NA,NA,1
"632","ENT-43117",2024-06-25,"AMER",NA,NA,NA,NA,1
"633","ENT-43118",2024-06-25,"AMER",NA,NA,NA,NA,0.75
"634","ENT-43119",2024-06-25,"AMER",8,"Passive",NA,NA,1
"635","ENT-43122",2024-06-25,"AMER",9,"Promoter",NA,NA,1
"636","ENT-43126",2024-06-25,"AMER",NA,NA,NA,NA,0
"637","ENT-43127",2024-06-25,"EMEA",NA,NA,NA,NA,1
"638","ENT-43128",2024-06-25,"AMER",NA,NA,NA,NA,1
"639","ENT-43129",2024-06-25,"AMER",9,"Promoter",0.333333333333333,"Positive",1
"640","ENT-43130",2024-06-25,"AMER",NA,NA,NA,NA,1
"641","ENT-43131",2024-06-25,"AMER",NA,NA,NA,NA,1
"642","ENT-43133",2024-06-25,"EMEA",NA,NA,NA,NA,1
"643","ENT-43134",2024-06-25,"AMER",NA,NA,NA,NA,1
"644","ENT-43135",2024-06-25,"EMEA",NA,NA,NA,NA,1
"645","ENT-43138",2024-06-25,"AMER",NA,NA,NA,NA,1
"646","ENT-43139",2024-06-25,"AMER",NA,NA,NA,NA,1
"647","ENT-43142",2024-06-25,"AMER",NA,NA,NA,NA,1
"648","ENT-43143",2024-06-25,"AMER",NA,NA,NA,NA,0.9
"649","ENT-43144",2024-06-25,"AMER",NA,NA,NA,NA,1
"650","ENT-43145",2024-06-25,"AMER",NA,NA,NA,NA,0.80952381
"651","ENT-43147",2024-06-25,"AMER",NA,NA,NA,NA,1
"652","ENT-43148",2024-06-25,"AMER",NA,NA,NA,NA,0.7
"653","ENT-43149",2024-06-25,"AMER",NA,NA,NA,NA,1
"654","ENT-43150",2024-06-25,"AMER",NA,NA,NA,NA,1
"655","ENT-43151",2024-06-25,"EMEA",NA,NA,NA,NA,1
"656","ENT-43152",2024-06-25,"APAC",NA,NA,NA,NA,1
"657","ENT-43153",2024-06-25,"APAC",NA,NA,NA,NA,1
"658","ENT-43156",2024-06-26,"APAC",NA,NA,NA,NA,1
"659","ENT-43157",2024-06-26,"APAC",NA,NA,NA,NA,1
"660","ENT-43158",2024-06-25,"APAC",10,"Promoter",0,"Neutral",1
"661","ENT-43160",2024-06-26,"APAC",9,"Promoter",0,"Neutral",0.75
"662","ENT-43163",2024-06-26,"APAC",NA,NA,NA,NA,1
"663","ENT-43165",2024-06-26,"EMEA",NA,NA,NA,NA,1
"664","ENT-43168",2024-06-26,"AMER",0,"Detractor",0.266666666666667,"Positive",1
"665","ENT-43169",2024-06-26,"AMER",NA,NA,NA,NA,1
"666","ENT-43170",2024-06-26,"APAC",NA,NA,NA,NA,0.666666667
"667","ENT-43174",2024-06-26,"APAC",NA,NA,NA,NA,1
"668","ENT-43175",2024-06-26,"EMEA",NA,NA,NA,NA,1
"669","ENT-43176",2024-06-26,"APAC",NA,NA,NA,NA,1
"670","ENT-43178",2024-06-26,"EMEA",NA,NA,NA,NA,1
"671","ENT-43179",2024-06-26,"EMEA",NA,NA,NA,NA,1
"672","ENT-43180",2024-06-26,"EMEA",NA,NA,NA,NA,1
"673","ENT-43181",2024-06-26,"APAC",NA,NA,NA,NA,0.863636364
"674","ENT-43182",2024-06-26,"EMEA",NA,NA,NA,NA,0.642857143
"675","ENT-43183",2024-06-26,"EMEA",NA,NA,NA,NA,1
"676","ENT-43185",2024-06-26,"EMEA",NA,NA,NA,NA,1
"677","ENT-43186",2024-06-26,"EMEA",NA,NA,NA,NA,1
"678","ENT-43188",2024-06-26,"EMEA",NA,NA,NA,NA,0
"679","ENT-43190",2024-06-26,"EMEA",NA,NA,NA,NA,1
"680","ENT-43192",2024-06-26,"EMEA",NA,NA,NA,NA,1
"681","ENT-43193",2024-06-26,"EMEA",NA,NA,NA,NA,1
"682","ENT-43196",2024-06-26,"EMEA",NA,NA,NA,NA,1
"683","ENT-43197",2024-06-26,"EMEA",NA,NA,NA,NA,1
"684","ENT-43198",2024-06-26,"EMEA",NA,NA,NA,NA,1
"685","ENT-43199",2024-06-26,"EMEA",NA,NA,NA,NA,1
"686","ENT-43201",2024-06-26,"EMEA",NA,NA,NA,NA,1
"687","ENT-43202",2024-06-26,"EMEA",NA,NA,NA,NA,1
"688","ENT-43204",2024-06-26,"EMEA",NA,NA,NA,NA,1
"689","ENT-43205",2024-06-25,"EMEA",10,"Promoter",NA,NA,1
"690","ENT-43206",2024-06-26,"EMEA",NA,NA,NA,NA,1
"691","ENT-43207",2024-06-26,"EMEA",NA,NA,NA,NA,1
"692","ENT-43208",2024-06-26,"APAC",10,"Promoter",NA,NA,1
"693","ENT-43209",2024-06-26,"EMEA",NA,NA,NA,NA,1
"694","ENT-43214",2024-06-26,"AMER",NA,NA,NA,NA,0.9
"695","ENT-43215",2024-06-26,"AMER",NA,NA,NA,NA,1
"696","ENT-43220",2024-06-26,"EMEA",NA,NA,NA,NA,1
"697","ENT-43221",2024-06-26,"AMER",NA,NA,NA,NA,1
"698","ENT-43222",2024-06-26,"AMER",NA,NA,NA,NA,1
"699","ENT-43223",2024-06-26,"EMEA",NA,NA,NA,NA,1
"700","ENT-43224",2024-06-26,"EMEA",NA,NA,NA,NA,1
"701","ENT-43225",2024-06-26,"EMEA",NA,NA,NA,NA,1
"702","ENT-43227",2024-06-26,"EMEA",9,"Promoter",0.5,"Positive",1
"703","ENT-43228",2024-06-26,"EMEA",NA,NA,NA,NA,0
"704","ENT-43229",2024-06-26,"EMEA",10,"Promoter",NA,NA,0.833333333
"705","ENT-43230",2024-06-26,"AMER",NA,NA,NA,NA,1
"706","ENT-43231",2024-06-26,"AMER",NA,NA,NA,NA,1
"707","ENT-43232",2024-06-26,"EMEA",NA,NA,NA,NA,1
"708","ENT-43236",2024-06-26,"AMER",NA,NA,NA,NA,1
"709","ENT-43237",2024-06-26,"AMER",NA,NA,NA,NA,1
"710","ENT-43239",2024-06-26,"APAC",NA,NA,NA,NA,1
"711","ENT-43240",2024-06-26,"EMEA",10,"Promoter",NA,NA,1
"712","ENT-43241",2024-06-26,"AMER",NA,NA,NA,NA,1
"713","ENT-43246",2024-06-26,"AMER",NA,NA,NA,NA,1
"714","ENT-43247",2024-06-26,"EMEA",NA,NA,NA,NA,1
"715","ENT-43251",2024-06-26,"AMER",NA,NA,NA,NA,1
"716","ENT-43252",2024-06-26,"AMER",NA,NA,NA,NA,1
"717","ENT-43256",2024-06-26,"AMER",NA,NA,NA,NA,1
"718","ENT-43257",2024-06-26,"EMEA",NA,NA,NA,NA,1
"719","ENT-43258",2024-06-26,"AMER",NA,NA,NA,NA,1
"720","ENT-43259",2024-06-26,"AMER",NA,NA,NA,NA,1
"721","ENT-43260",2024-06-26,"AMER",NA,NA,NA,NA,1
"722","ENT-43262",2024-06-26,"AMER",NA,NA,NA,NA,1
"723","ENT-43263",2024-06-26,"AMER",NA,NA,NA,NA,1
"724","ENT-43264",2024-06-26,"EMEA",10,"Promoter",0.307692307692308,"Positive",1
"725","ENT-43265",2024-06-26,"AMER",10,"Promoter",NA,NA,1
"726","ENT-43266",2024-06-26,"AMER",NA,NA,NA,NA,1
"727","ENT-43268",2024-06-26,"AMER",10,"Promoter",NA,NA,1
"728","ENT-43269",2024-06-26,"AMER",NA,NA,NA,NA,1
"729","ENT-43270",2024-06-26,"AMER",NA,NA,NA,NA,1
"730","ENT-43271",2024-06-26,"AMER",NA,NA,NA,NA,1
"731","ENT-43273",2024-06-25,"AMER",9,"Promoter",0.0961538461538462,"Positive",1
"732","ENT-43274",2024-06-26,"AMER",NA,NA,NA,NA,0.571428571
"733","ENT-43275",2024-06-26,"AMER",NA,NA,NA,NA,1
"734","ENT-43276",2024-06-26,"AMER",10,"Promoter",NA,NA,1
"735","ENT-43278",2024-06-26,"AMER",NA,NA,NA,NA,1
"736","ENT-43281",2024-06-26,"EMEA",NA,NA,NA,NA,1
"737","ENT-43282",2024-06-26,"AMER",NA,NA,NA,NA,1
"738","ENT-43284",2024-06-26,"AMER",NA,NA,NA,NA,0.666666667
"739","ENT-43285",2024-06-26,"AMER",NA,NA,NA,NA,1
